15.024	0.030669464416996	0.10283968105746
17.312	0.033763570127492	0.10283968105746
19.408	0.040741294369663	0.10283968105746
21.264	0.059712126643211	0.10283968105746
23.36	0.096279963648537	0.10283968105746
25.36	0.14312865792122	0.10283968105746
27.288	0.188142506660245	0.10283968105746
29.36	0.230328930442276	0.10283968105746
31.36	0.270546300617521	0.10283968105746
33.36	0.311950966299312	0.10283968105746
35.312	0.352785950652301	0.10283968105746
37.264	0.392384445723621	0.10283968105746
39.288	0.429155079479522	0.10283968105746


