8186.29365287473 1.70343276748837
2997.44462072121 1.52893890866062
1358.06912940314 1.34936270443012
816.066970703693 1.22230406936137
534.760608788768 1.12743362184337
359.292284029954 1.05119844080212
272.950727402601 1.00715144731162
220.588751125367 0.978351490029375
187.723255376891 0.959716223552625
171.569028653063 0.949551532747125
149.844378921019 0.935998611673125
130.347898392262 0.924139805733375
2.2838734333687	0.819104667409875
0 0.817410552275625
-2.50669035369735 0.815716437141375
-130.904940693084 0.641222578313625
-150.958463522663 0.600563815091625
-172.126070953885 0.542963900527125
-188.837339978534 0.481975755694125
-221.70283572701 0.287152515255375
-274.621854305065 -0.044894051057625
-359.849326330775 -0.363387696296625
-535.31765108959 -0.693740147475375
-816.624013004515 -0.942775072210125
-1358.62617170396 -1.17995119100513
-2999.6727899245 -1.47472722436463
-8201.89083729774 -1.70343276748838
-8195.7633719887 -1.67886809804175
-2998.55870532285 -1.5077624694825
-1359.18321400479 -1.3315744955205
-816.066970703693 -1.20451586045175
-534.760608788768 -1.111339528068
-359.849326330775 -1.036798462161
-274.064812004244 -0.99444558380475
-220.588751125367 -0.9656456265225
-188.280297677712 -0.94701036004575
-171.569028653063 -0.93684566924025
-150.401421221841 -0.92329274816625
-130.347898392262 -0.90973982709225
-2.39528189353302 -0.806398803903
0 -0.80470468876875
2.78521150410817 -0.8030105736345
130.904940693084 -0.62851671480675
150.958463522663 -0.58785795158475
172.126070953885 -0.5319521521545
188.837339978534 -0.4709640073215
221.70283572701	-0.27614076688275
274.621854305065 0.0508234540275
360.406368631597 0.36084652359525
535.31765108959	0.68611662937125
816.624013004515 0.9317633238375
1359.18321400479 1.16385709722975
2999.6727899245	1.45185667005225
8202.44787959856 1.67886809804175
