0.1			0.00000000008000
0.3			0.00000000080000
2.4			0.00000000086000
2.8			0.00000017630000
3.0			0.00000031590000
3.2			0.00000045300000
4.4			0.00000074470000
4.7			0.00000076610000
4.9			0.00000077430000
5.0			0.00000077800000
5.0			0.00000077900000
5.1			0.00000078250000
5.5			0.00000078510000
5.3			0.00000078410000
5.8			0.00000078170000
6.0			0.00000077700000
6.5			0.00000075990000
7.0			0.00000072000000
7.5			0.00000067840000
8.0			0.00000063520000
8.5			0.00000059550000
9.0			0.00000056460000
9.5			0.00000054420000
10.0			0.00000054200000
10.6			0.00000054800000
11.2			0.00000057230000

